hani	latn
袠	drit
柣	drit
翐	drit
姪	drit
妷	drit
豑	drit
𣗻	drit
𧽮	drit
𡙮	drit
悉	sit
厀	sit
膝	sit
蟋	sit
𧀬	sit
𦸝	sit
䊝	sit
僁	sit
窸	sit
一	qit
弌	qit
壹	qit
七	ṯit
漆	ṯit
柒	ṯit
䣛	ṯit
𪄭	ṯit
桼	ṯit
𣛺	ṯit
𦸓	ṯit
㯃	ṯit
匹	ꝑit
鷝	ꝑit
𠯔	ꝑit
䏘	ꝑit
吉	kit
趌	kit
狤	kit
拮	kit
𧾢	kit
郆	kit
洁	kit
𤿠	kit
暱	nrit
昵	nrit
衵	nrit
䵒	nrit
䵑	nrit
䘌	nrit
㥾	nrit
逸	jit
佚	jit
佾	jit
溢	jit
軼	jit
鎰	jit
泆	jit
齸	jit
劮	jit
欥	jit
䭿	jit
䳀	jit
詰	ꝁit
蛣	ꝁit
𩢴	ꝁit
趌	ꝁit
欯	xit
欪	xit
咭	xit
恄	xit
㣟	xit
抶	ŧrit
咥	ŧrit
眣	ŧrit
跮	ŧrit
栗	lit
㮚	lit
𣡷	lit
慄	lit
溧	lit
䬆	lit
𠞉	lit
鷅	lit
凓	lit
篥	lit
麜	lit
𨍫	lit
瑮	lit
𦃊	lit
塛	lit
搮	lit
䔁	lit
㗚	lit
㟳	lit
窒	trit
挃	trit
庢	trit
銍	trit
秷	trit
𦤻	trit
㲳	trit
㗧	trit
𪗻	trit
𨖹	trit
螲	trit
𥎹	trit
疾	d̦it
𤕺	d̦it
嫉	d̦it
蒺	d̦it
㑵	d̦it
𧎿	d̦it
揤	d̦it
愱	d̦it
槉	d̦it
𠹋	d̦it
𧪠	d̦it
㓼	ṯrit
𠞩	ṯrit
𪘧	ṯrit
䜉	ṯrit
失	šit
室	šit
𩋡	šit
堲	țit
㘍	țit
唧	țit
㲺	țit
𢪍	țit
𧉍	țit
蝍	țit
楖	țit
蜜	mit
𧖅	mit
謐	mit
䤉	mit
榓	mit
𥁑	mit
宓	mit
淧	mit
𥋱	mit
必	pit
畢	pit
篳	pit
蓽	pit
韠	pit
㻫	pit
䟆	pit
蹕	pit
滭	pit
㪤	pit
鷝	pit
觱	pit
珌	pit
㓖	pit
熚	pit
𡠚	pit
彃	pit
㮿	pit
縪	pit
鮅	pit
饆	pit
鏎	pit
𠦒	pit
𡻞	pit
𥀕	pit
𥛘	pit
罼	pit
姞	crit
佶	crit
鮚	crit
趌	crit
狤	crit
邲	bit
比	bit
柲	bit
馝	bit
苾	bit
䩛	bit
佖	bit
鮩	bit
駜	bit
坒	bit
飶	bit
綼	bit
鮅	bit
怭	bit
泌	bit
𨠔	bit
䖩	bit
吡	bit
𣢠	bit
咇	bit
妼	bit
䫻	hryt
𣅕	hryt
汨	hryt
𦳯	hryt
㧒	hryt
率	sryt
帥	sryt
蟀	sryt
𧍓	sryt
䢦	sryt
𠞩	sryt
𧜠	sryt
咰	sryt
𠌭	sryt
𧗿	sryt
叱	ŧit
𪗨	d̦rit
密	mryt
𡶇	mryt
蔤	mryt
宓	mryt
滵	mryt
沕	mryt
樒	mryt
𥄃	mryt
𪅮	mryt
𥉴	mryt
弼	bryt
𢐀	bryt
㢸	bryt
𠡂	bryt
䄶	bryt
𢘍	bryt
駜	bryt
胇	bryt
邲	bryt
佖	bryt
乙	qrit
鳦	qrit
亄	qrit
耴	grit
聉	grit
㔎	grit
𡿪	grit
圪	grit
𦨇	grit
𠡝	grit
筆	pryt
潷	pryt
鉍	pryt
柲	pryt
泌	pryt
𢴩	pryt
咇	pryt
㻶	pryt
𨅗	pryt
茁	tryt
肸	xrit
曁	krit
蛭	trit
獝	xyt
術	žyt
述	žyt
秫	žyt
术	žyt
沭	žyt
噊	žyt
袕	žyt
潏	žyt
鱊	žyt
驈	žyt
𧑐	žyt
橘	kyt
𦺖	kyt
繘	kyt
𧾣	kyt
𧽻	kyt
䤎	kyt
𦙮	kyt
𣎛	kyt
崒	d̦yt
踤	d̦yt
誶	d̦yt
捽	d̦yt
聿	jyt
鴪	jyt
燏	jyt
遹	jyt
鷸	jyt
驈	jyt
繘	jyt
𩙅	jyt
潏	jyt
矞	jyt
霱	jyt
𧑐	jyt
䢖	jyt
芛	jyt
欥	jyt
鱊	jyt
噊	jyt
䋖	jyt
銉	jyt
𦒔	jyt
𥎐	jyt
卒	țyt
𣨛	țyt
䱣	țyt
㰵	țyt
啐	țyt
卹	syt
恤	syt
戌	syt
訹	syt
珬	syt
𧪞	syt
䳳	syt
賉	syt
𣸃	syt
㖅	syt
𧊥	syt
銊	syt
欰	syt
𥚋	syt
𨜿	syt
律	lyt
寽	lyt
繂	lyt
膟	lyt
䔞	lyt
葎	lyt
𥭐	lyt
𠷈	lyt
黜	ŧryt
怵	ŧryt
𧺶	ŧryt
炪	ŧryt
䟣	ŧryt
㤕	ŧryt
𤝞	ŧryt
欪	ŧryt
㤕	tryt
窋	tryt
絀	tryt
䂐	tryt
㑁	tryt
逫	tryt
𡢑	tryt
泏	tryt
术	dryt
𦬸	dryt
炢	dryt
出	ŧyt
焌	ṯyt
𠭴	țryt
𦦖	țryt
䎉	xryt
怴	xryt
䬂	xryt
𥄵	xryt
櫛	țrit
楖	țrit
瀄	țrit
㘉	țrit
𥠈	țrit
擳	țrit
瑟	srit
飋	srit
蟋	srit
蝨	srit
璱	srit
𦆄	srit
𪗨	d̦rit
物	myut
勿	myut
𣃦	myut
芴	myut
岉	myut
伆	myut
𨑥	myut
昒	myut
沕	myut
弗	pyut
紱	pyut
黻	pyut
綍	pyut
紼	pyut
芾	pyut
巿	pyut
韍	pyut
不	pyut
𨚓	pyut
翇	pyut
柫	pyut
𡗻	pyut
髴	pyut
冹	pyut
帗	pyut
𩖼	pyut
笰	pyut
𤊸	pyut
甶	pyut
鬱	qyut
欝	qyut
灪	qyut
爩	qyut
𩚴	qyut
黦	qyut
𥘄	qyut
菀	qyut
尉	qyut
熨	qyut
蔚	qyut
𩰪	qyut
𠀔	kyut
孒	kyut
𦁐	kyut
厥	kyut
屈	kyut
鶌	kyut
趉	kyut
𧱝	kyut
𠜾	kyut
䠇	kyut
屈	ꝁyut
詘	ꝁyut
𧌑	ꝁyut
倔	cyut
䠇	cyut
崛	cyut
𡲬	cyut
䘿	cyut
𡲗	cyut
堀	cyut
𧱝	cyut
掘	cyut
佛	byut
怫	byut
坲	byut
𡶒	byut
咈	byut
䞞	byut
刜	byut
𣀣	byut
炥	byut
䬍	xyut
𩘐	xyut
欻	xyut
𦱧	xyut
㗵	xyut
烼	xyut
䬑	hyut
𢯮	hyut
觱	hyut
抭	hyut
䁌	hyut
𢔥	hyut
拂	ꝑyut
𢂀	ꝑyut
嶏	ꝑyut
茀	ꝑyut
祓	ꝑyut
艴	ꝑyut
刜	ꝑyut
乀	ꝑyut
䭮	ꝑyut
髴	ꝑyut
彿	ꝑyut
𧿳	ꝑyut
崛	gyut
迄	xivt
仡	xivt
釳	xivt
肸	xivt
忔	xivt
䒗	xivt
䛥	xivt
莔	xivt
汔	xivt
訖	kivt
吃	kivt
扢	kivt
曁	kivt
䰴	kivt
疙	givt
屹	givt
圪	givt
𧆫	givt
仡	givt
䞘	civt
𢇓	civt
乞	ꝁivt
䒗	ꝁivt
契	ꝁivt
月	gyot
刖	gyot
跀	gyot
𧿁	gyot
軏	gyot
抈	gyot
扤	gyot
枂	gyot
鈅	gyot
玥	gyot
𦘹	gyot
伐	byot
筏	byot
栰	byot
罰	byot
閥	byot
垡	byot
橃	byot
䑔	byot
瞂	byot
拔	byot
茷	byot
藅	byot
坺	byot
䣹	byot
越	hyot
𨒋	hyot
粤	hyot
戉	hyot
鉞	hyot
䋐	hyot
樾	hyot
蚏	hyot
曰	hyot
𥩡	hyot
𡛟	hyot
璏	hyot
熭	hyot
𣐋	hyot
𧊎	hyot
泧	hyot
厥	kyot
氒	kyot
蹶	kyot
𨇮	kyot
𧽸	kyot
𧼞	kyot
瘚	kyot
劂	kyot
蕨	kyot
蟨	kyot
蟩	kyot
橜	kyot
𥕲	kyot
𠢤	kyot
欮	kyot
撅	kyot
鱖	kyot
孒	kyot
𠄌	kyot
𡡕	qyot
𩚴	qyot
噦	qyot
黦	qyot
𧤼	cyot
鷢	cyot
橜	cyot
撅	cyot
蹷	cyot
掘	cyot
赶	cyot
憠	cyot
𨬐	cyot
䞷	cyot
𣖬	cyot
𩪜	cyot
亅	cyot
闕	ꝁyot
㵐	ꝁyot
𦁐	ꝁyot
髮	pyot
𩠖	pyot
𩑛	pyot
發	pyot
颰	pyot
冹	pyot
韤	myot
韈	myot
襪	myot
𥄎	myot
㒝	myot
䬂	xyot
䟠	xyot
泧	xyot
狘	xyot
䎀	xyot
㞽	xyot
謁	qiat
閼	qiat
暍	qiat
𢉥	qiat
黦	qiat
歇	xiat
蠍	xiat
猲	xiat
𤢔	xiat
𦪬	xiat
訐	kiat
𧼨	kiat
羯	kiat
揭	kiat
𢶆	kiat
鍻	kiat
𢷒	ciat
揭	ciat
竭	ciat
碣	ciat
楬	ciat
怖	ꝑyot
钀	giat
没	mut
殁	mut
𤣻	mut
𩑦	mut
𠬛	mut
莈	mut
𣅝	ŧut
骨	kut
縎	kut
鶻	kut
滑	kut
䮩	kut
啒	kut
淈	kut
汩	kut
愲	kut
蓇	kut
尳	kut
㾶	kut
榾	kut
䓛	kut
扢	kut
㒴	kut
勃	but
渤	but
𩣡	but
𩱚	but
餑	but
𡋯	but
馞	but
悖	but
䄶	but
郣	but
浡	but
𣭷	but
𢠜	but
㪍	but
誖	but
㶿	but
桲	but
孛	but
艴	but
挬	but
脖	but
𦸦	but
鵓	but
咄	tut
柮	tut
𩢎	tut
𩨳	tut
宊	ŧut
棁	ŧut
𠫓	ŧut
𡿮	ŧut
㥆	ŧut
䠈	ŧut
突	dut
揬	dut
腯	dut
鼵	dut
葖	dut
鶟	dut
堗	dut
𦩤	dut
鈯	dut
𦔅	dut
𣔻	dut
凸	dut
𡿮	dut
鍎	dut
𩑦	qut
腽	qut
殟	qut
嗢	qut
䯉	qut
榅	qut
揾	qut
淴	qut
馧	qut
忽	xut
昒	xut
㾁	xut
匫	xut
寣	xut
笏	xut
䩐	xut
曶	xut
𨑥	xut
啒	xut
𣓗	xut
㦌	xut
𦁕	xut
𢑢	xut
惚	xut
䬍	xut
𤶘	xut
兀	gut
扤	gut
杌	gut
屼	gut
矹	gut
䦍	gut
鼿	gut
𦨉	gut
䑢	gut
𠨜	gut
㽾	gut
𤴰	gut
軏	gut
𧈭	gut
刖	gut
𦬂	gut
䪬	ꝑut
昢	ꝑut
哱	ꝑut
㛘	ꝑut
馞	ꝑut
𢂤	lut
硉	lut
𨁸	lut
𥓎	lut
㪐	lut
窟	ꝁut
顝	ꝁut
泏	ꝁut
𩑔	ꝁut
矻	ꝁut
堀	ꝁut
𡑧	ꝁut
㧾	ꝁut
圣	ꝁut
㩿	ꝁut
𡑣	ꝁut
䯇	ꝁut
𡼿	ꝁut
𥌄	ꝁut
胐	ꝁut
訥	nut
㕯	nut
肭	nut
抐	nut
𣧍	nut
窣	sut
𪌯	sut
𪍛	sut
㲞	sut
𪖶	sut
𪅄	sut
㞕	sut
猝	ṯut
卒	ṯut
𣨛	ṯut
𢪃	ṯut
𥾛	ṯut
捽	d̦ut
椊	d̦ut
𪘧	d̦ut
䚝	d̦ut
崪	d̦ut
𩩠	d̦ut
麧	hvt
𥝖	hvt
齕	hvt
紇	hvt
淈	hvt
搰	hut
扢	hut
𣝗	hut
𦗣	hut
抇	hut
鶻	hut
尳	hut
㨡	hut
𡰅	hut
滑	hut
卒	țut
倅	țut
稡	țut
曷	hat
褐	hat
毼	hat
鶡	hat
蝎	hat
餲	hat
䫘	hat
𩩲	hat
骱	hat
㮫	hat
鞨	hat
䫘	xat
𠿒	xat
喝	xat
猲	xat
𦤦	xat
㿣	xat
暍	xat
𩡔	xat
怛	tat
𢛁	tat
妲	tat
呾	tat
炟	tat
䵣	tat
狚	tat
笪	tat
𦬹	tat
靼	tat
闥	ŧat
㒓	ŧat
撻	ŧat
躂	ŧat
澾	ŧat
獺	ŧat
䲚	ŧat
𣥂	ŧat
羍	ŧat
𦍒	ŧat
達	ŧat
汏	ŧat
噧	ŧat
遏	qat
齃	qat
頞	qat
堨	qat
閼	qat
胺	qat
餲	qat
靄	qat
咹	qat
𠥜	qat
𢉥	qat
剌	lat
揧	lat
辢	lat
䓶	lat
瘌	lat
攋	lat
糲	lat
癩	lat
𢈠	lat
轢	lat
𢃴	lat
䶛	lat
㻝	lat
𥈙	lat
楋	lat
蝲	lat
渴	ꝁat
㵣	ꝁat
𤸎	ꝁat
䳚	ꝁat
嵑	ꝁat
磕	ꝁat
骹	ꝁat
䅥	ꝁat
達	dat
薘	dat
巀	d̦at
囋	d̦at
囐	d̦at
㩵	d̦at
嶭	gat
䡾	gat
屵	gat
枿	gat
𣡌	gat
櫱	gat
𣎴	gat
𠱥	gat
㩵	gat
𠲗	gat
歺	gat
頇	gat
齾	gat
葛	kat
䈓	kat
獦	kat
割	kat
𩢛	kat
匃	kat
輵	kat
𨞛	kat
𥢸	kat
㵧	kat
躠	sat
薩	sat
摋	sat
𥻦	sat
𠱡	sat
攃	sat
䉈	sat
𦼧	sat
𨐖	sat
攃	ṯat
䌨	ṯat
礤	ṯat
捺	nat
𤷈	nat
䖧	nat
䔾	mat
末	mat
昩	mat
𩑷	mat
䀛	mat
䴲	mat
𨣱	mat
䬴	mat
秣	mat
𥬎	mat
靺	mat
韎	mat
苜	mat
粖	mat
𩱷	mat
𥽘	mat
䱅	mat
眜	mat
抹	mat
妺	mat
𠇱	mat
𢗿	mat
𡊉	mat
瀎	mat
𩿣	mat
沫	mat
𦫕	mat
袜	mat
枂	guat
柮	d̦uat
撥	pat
癶	pat
袚	pat
茇	pat
鉢	pat
盋	pat
䳊	pat
鱍	pat
䢌	pat
𩯌	pat
襏	pat
帗	pat
㤄	pat
𦪑	pat
驋	pat
筏	pat
䰖	țuat
拶	țuat
㳨	țuat
𠛱	țuat
𨀨	țuat
𤁢	țuat
括	kuat
活	kuat
𣽅	kuat
髺	kuat
檜	kuat
栝	kuat
聒	kuat
䒷	kuat
𦸈	kuat
鴰	kuat
萿	kuat
适	kuat
銛	kuat
佸	kuat
頢	kuat
劊	kuat
葀	kuat
䯏	kuat
懖	kuat
𦗾	kuat
筈	kuat
闊	ꝁuat
蛞	ꝁuat
筈	ꝁuat
适	ꝁuat
䟯	ꝁuat
𤫵	ꝁuat
活	huat
𣽅	huat
䄆	huat
越	huat
鬠	huat
佸	huat
秳	huat
姡	huat
奪	duat
𡙜	duat
敚	duat
脫	duat
挩	duat
莌	duat
痥	duat
鮵	duat
豁	xuat
𧯆	xuat
奯	xuat
濊	xuat
𤃴	xuat
泧	xuat
𣁳	xuat
眓	xuat
斡	quat
焥	quat
䩊	quat
捾	quat
𣁳	quat
嬒	quat
䁊	quat
睕	quat
𥄗	quat
繓	țuat
撮	țuat
攥	țuat
鏺	ꝑat
𢯸	ꝑat
𨂩	ꝑat
㧊	ꝑat
䣪	ꝑat
𨡩	ꝑat
𣸍	ꝑat
𥄱	ꝑat
鱍	ꝑat
𧘟	ꝑat
𦫔	ꝑat
䍨	ꝑat
𠷑	ꝑat
侻	ŧuat
挩	ŧuat
脫	ŧuat
莌	ŧuat
棁	ŧuat
捋	luat
𠜖	luat
蛶	luat
㸹	luat
㭩	luat
掇	tuat
剟	tuat
鵽	tuat
腏	tuat
祋	tuat
咄	tuat
裰	tuat
敠	tuat
撮	ṯuat
襊	ṯuat
跋	bat
䟛	bat
𧺡	bat
𧺺	bat
魃	bat
𢇷	bat
軷	bat
䣮	bat
馛	bat
炦	bat
颰	bat
癹	bat
妭	bat
犮	bat
䚨	bat
拔	bat
胈	bat
鈸	bat
䳊	bat
䮂	bat
菝	bat
坺	bat
𩃶	bat
茇	bat
䯋	bat
黠	hret
𩪲	hret
䕸	hret
䦖	hret
札	țret
㱜	țret
蚻	țret
紮	țret
𩿤	țret
扎	țret
拔	bret
菝	bret
𥎱	bret
𤫶	ꝁret
擖	ꝁret
劼	ꝁret
鬝	ꝁret
𩮁	ꝁret
𠛉	ꝁret
㓤	ꝁret
硈	ꝁret
𦸉	ꝁret
䂒	ꝁret
咭	ꝁret
𢼣	ꝁret
滑	hruet
猾	hruet
䱻	hruet
磆	hruet
螖	hruet
䴳	hruet
𧽌	hruet
鶻	hruet
八	pret
𩡩	pret
朳	pret
捌	pret
扒	pret
㺴	pret
䤢	pret
哵	pret
玐	pret
釟	pret
窡	truet
𠿡	truet
娺	truet
鵽	truet
聉	truet
婠	qruet
𣁳	qruet
嗢	qruet
䯉	qruet
穵	qruet
嗗	qruet
豽	nruet
貀	nruet
㕯	nruet
肭	nruet
𪙻	ṯret
䕓	ṯret
察	ṯret
詧	ṯret
𣘤	ṯret
𥉻	ṯret
𩴳	ṯret
劀	kruet
𠟽	kruet
鱊	kruet
戛	kret
扴	kret
圿	kret
稭	kret
鴶	kret
楔	kret
秸	kret
骱	kret
鞂	kret
砎	kret
忦	kret
嘎	kret
𠜵	kret
𪃈	kret
袺	kret
㮖	kret
磍	kret
頡	kret
軋	qret
圠	qret
揠	qret
嫼	qret
䝟	qret
猰	qret
穵	qret
𥈔	qret
䰲	qret
窫	qret
殺	sret
煞	sret
鎩	sret
𣻑	sret
帴	sret
蔱	sret
榝	sret
㑻	mret
䀣	mret
齂	mret
䯦	mret
𪒜	mret
睰	mret
礣	mret
傄	xruet
䀨	xruet
痆	nret
𤷈	nret
𧞍	nret
𦤙	gruet
聉	gruet
𦘍	gruet
䯇	ꝁruet
汃	ꝑret
𪗔	ꝑret
𥐙	ꝑret
𨋐	ꝑret
茁	țruet
鎋	hrat
舝	hrat
轄	hrat
𪗾	hrat
鶷	hrat
砎	hrat
𧕱	hrat
𤪍	hrat
𦵯	hrat
𡑧	hrat
縖	hrat
𩝛	hrat
𥰶	hrat
𠢆	hrat
𢮟	hrat
𪆰	qrat
䦪	qrat
𡇼	qrat
咀	qrat
劜	qrat
齾	grat
聐	grat
𩮝	grat
𡿖	grat
刹	ṯrat
䓭	ṯrat
𥴭	ꝁrat
楬	ꝁrat
磍	ꝁrat
趏	ꝁrat
瞎	xrat
𪗾	xrat
𩮂	xrat
㔠	xrat
獺	ŧrat
刮	kruat
鴰	kruat
劀	kruat
䄆	kruat
趏	kruat
頢	hruat
𤁪	hruat
𦧠	hruat
敌	hruat
舌	hruat
姡	hruat
咶	hruat
䫄	ŧruat
𤁫	ŧruat
鵽	truat
窡	truat
錣	truat
刷	sruat
刖	gruat
䎳	gruat
㱚	gruat
䚴	gruat
䵵	ṯruat
㔍	ṯruat
𥗥	mrat
帓	mrat
帕	mrat
㩢	mrat
妠	nruat
𤬷	nruat
袦	nruat
捌	prat
㭭	prat
𪈟	krat
擖	krat
𩮁	krat
猰	krat
𨰉	d̦rat
耫	d̦rat
㳐	d̦rat
哳	trat
𢧖	trat
𧶇	trat
眣	trat
𩭿	nьʼrat
屑	set
楔	set
揳	set
𨇨	set
榍	set
糏	set
僁	set
偰	set
㴽	set
𦵱	set
𦞚	set
㨝	set
切	ṯet
㗫	ṯet
𪙇	ṯet
竊	ṯet
柣	ṯet
沏	ṯet
䟙	ṯet
詧	ṯet
結	ket
絜	ket
潔	ket
䥛	ket
鍥	ket
桔	ket
𣚃	ket
𧾯	ket
𪃈	ket
袺	ket
拮	ket
狤	ket
魝	ket
𡔣	ket
𧍩	ket
節	țet
𢎛	țet
癤	țet
蝍	țet
楶	țet
𤁢	țet
㸅	țet
𡴺	țet
𩯰	țet
䲙	țet
幯	țet
𠬨	țet
𧞩	țet
血	xuet
𥅧	xuet
䆷	xuet
䆝	xuet
䦑	xuet
泬	xuet
疦	xuet
瞲	xuet
決	xuet
䛎	xuet
䒸	xuet
坹	xuet
闋	ꝁuet
湀	ꝁuet
缺	ꝁuet
𨴒	ꝁuet
玦	kuet
潏	kuet
䀗	kuet
譎	kuet
訣	kuet
𧤾	kuet
觼	kuet
鐍	kuet
駃	kuet
𦯊	kuet
芵	kuet
赽	kuet
鴂	kuet
鈌	kuet
𣬎	kuet
決	kuet
觖	kuet
騤	kuet
㭈	kuet
疦	kuet
趹	kuet
憰	kuet
𧝃	kuet
䏐	kuet
抉	kuet
穴	huet
坹	huet
䋉	huet
袕	huet
抉	quet
䆕	quet
妜	quet
焆	quet
𥈾	quet
䆢	quet
姪	det
眣	det
昳	det
胅	det
凸	det
垤	det
耋	det
迭	det
跌	det
絰	det
驖	det
嵽	det
軼	det
䭿	det
𨳺	det
瓞	det
咥	det
墆	det
戜	det
苵	det
镻	det
䳀	det
荎	det
𪗻	det
𢲼	det
恎	det
詄	det
摕	det
𪀒	det
𠽧	det
𡼄	det
泆	det
𥑇	det
趃	det
㦅	det
鐵	ŧet
銕	ŧet
僣	ŧet
餮	ŧet
飻	ŧet
蛈	ŧet
𢶋	ŧet
驖	ŧet
纈	het
䦖	het
擷	het
𢴲	het
頡	het
頁	het
齕	het
紇	het
襭	het
絜	het
𥊯	het
𧀺	het
𪕯	het
翓	het
䐼	het
㹂	het
奊	het
籺	het
𨵪	het
𥢹	het
覈	het
涅	net
捏	net
𦵐	net
𡍤	net
圼	net
篞	net
苶	net
𥔄	net
𤶚	net
㖏	net
𦛠	net
菍	net
𢧵	d̦et
𧾢	d̦et
岊	d̦et
巀	d̦et
蠞	d̦et
䕙	d̦et
𩟦	d̦et
齧	get
霓	get
蜺	get
嵲	get
槷	get
臬	get
嶭	get
臲	get
隉	get
䘽	get
𡶫	get
闑	get
𡿖	get
蔑	met
懱	met
𧂝	met
㩢	met
蠛	met
篾	met
幭	met
鱴	met
𥾝	met
衊	met
䩏	met
㒝	met
𥉓	met
𤊾	met
覕	met
𪇴	met
𥣫	met
鴓	met
瀎	met
𥸴	met
𥌨	met
粖	met
𩱷	met
㢼	pet
䋢	pet
閉	pet
𩋇	pet
𡘴	pet
䌘	pet
㭭	pet
䘷	pet
㔡	pet
噎	qet
䊦	qet
㝣	qet
蠮	qet
𤝱	qet
咽	qet
猰	ꝁet
䫔	ꝁet
挈	ꝁet
㼤	ꝁet
𡔣	ꝁet
契	ꝁet
栔	ꝁet
鍥	ꝁet
蛪	ꝁet
𡘐	xet
䩤	xet
擷	xet
𢴲	xet
褉	xet
䙽	xet
撆	ꝑet
丿	ꝑet
𢠳	ꝑet
瞥	ꝑet
䭱	ꝑet
䋢	ꝑet
嫳	ꝑet
䫾	ꝑet
鐅	ꝑet
暼	ꝑet
蹩	bet
㮰	bet
𩓝	bet
癟	bet
䭱	bet
咇	bet
苾	bet
馝	bet
䏟	bet
飶	bet
蛂	bet
柲	bet
𢛎	bet
襒	bet
窒	tet
𥉺	tet
蛭	tet
㗧	tet
咥	tet
𨴗	tet
𡇓	tet
𥸸	let
戾	let
捩	let
綟	let
唳	let
𥃎	let
夨	let
薛	siet
䥍	siet
紲	siet
緤	siet
褻	siet
辥	siet
泄	siet
渫	siet
禼	siet
𥝁	siet
媟	siet
齛	siet
䊝	siet
𣽒	siet
𣊓	siet
絬	siet
㡜	siet
疶	siet
㔎	siet
列	liet
𠛱	liet
迾	liet
蛚	liet
鮤	liet
烈	liet
洌	liet
冽	liet
裂	liet
茢	liet
颲	liet
鴷	liet
栵	liet
㤠	liet
挒	liet
𩢾	liet
𡊻	liet
𡿪	liet
姴	liet
䅀	liet
哲	triet
悊	triet
喆	triet
嚞	triet
蜇	triet
傑	criet
桀	criet
竭	criet
碣	criet
楬	criet
榤	criet
揭	criet
渴	criet
嵥	criet
滐	criet
櫭	criet
偈	criet
杰	criet
搩	criet
熱	niet
苶	niet
晢	tiet
晣	tiet
浙	tiet
折	tiet
靼	tiet
𩍕	tiet
䩢	tiet
䏳	tiet
䀿	tiet
舌	žiet
揲	žiet
蛥	žiet
鞨	žiet
折	diet
孼	griet
糱	griet
讞	griet
𤅊	griet
蠥	griet
㜸	griet
闑	griet
𡴎	griet
钀	griet
櫱	griet
䶬	griet
䡾	griet
滅	miet
搣	miet
朅	ꝁriet
揭	ꝁriet
藒	ꝁriet
愒	ꝁriet
𡐤	ꝁriet
鷩	piet
鼈	piet
虌	piet
鄨	piet
𡐞	piet
憋	piet
䳤	piet
絕	d̦yet
蕝	țyet
㔢	țyet
𨼎	țyet
雪	syet
䨮	syet
㡜	syet
㨹	syet
𤿫	ŧryet
悅	jyet
說	jyet
閱	jyet
蛻	jyet
娧	jyet
𧀲	jyet
䓲	jyet
缺	ꝁyet
蒛	ꝁyet
噦	qryet
爇	nyet
焫	nyet
蜹	nyet
㨎	nyet
㕯	nyet
說	šyet
拙	tyet
炪	tyet
䂐	tyet
梲	tyet
蝃	tyet
準	tyet
䫎	tyet
𠭴	tyet
䪼	tyet
𨢬	tyet
䖦	tyet
歠	ŧyet
啜	ŧyet
輟	tryet
畷	tryet
惙	tryet
餟	tryet
罬	tryet
剟	tryet
醊	tryet
啜	tryet
䟾	tryet
綴	tryet
掇	tryet
腏	tryet
𩋁	tryet
叕	tryet
𧖀	tryet
劣	lyet
𢚃	lyet
埒	lyet
䟹	lyet
鋝	lyet
脟	lyet
㸹	lyet
蛶	lyet
㲕	lyet
浖	lyet
哷	lyet
㭩	lyet
𦓤	lyet
瞥	ꝑiet
潎	ꝑiet
憋	ꝑiet
癟	ꝑiet
别	bryet
𡷘	bryet
轍	driet
徹	driet
撤	driet
澈	driet
㯙	driet
䇷	pryet
𧧸	pryet
莂	pryet
扒	pryet
别	pryet
㕞	sryet
刷	sryet
𠴪	sryet
𠻜	sryet
孑	kriet
訐	kriet
𨥂	kriet
趌	kriet
䅥	kriet
揭	kriet
設	šiet
蔎	šiet
呐	nryet
𥄎	xryet
𩖶	xryet
𣧡	xryet
烕	xryet
𦐋	xryet
吷	xryet
妜	qyet
蹶	kryet
𧱝	kryet
𧣸	kryet
䞵	kryet
罬	kryet
茁	țryet
䵵	țryet
膬	ṯyet
絟	ṯyet
𥕹	ṯyet
敠	ṯyet
蠽	țyet
𧓷	țyet
𪇲	țyet
尐	țyet
𢪍	țyet
𣧖	țyet
𩯰	țyet
𠯙	țyet
摋	sriet
焆	qriet
𠵭	qriet
屮	ŧriet
撤	ŧriet
硩	ŧriet
徹	ŧriet
䚢	ŧriet
聅	ŧriet
䒆	ŧriet
娎	xriet
焎	xriet
啜	ŧyet
㔍	ṯriet
㿱	zyet
𧋍	zyet
掣	ŧiet
瘛	ŧiet
抴	jiet
𨵊	d̦riet
藥	jiak
躍	jiak
礿	jiak
禴	jiak
蘥	jiak
鑰	jiak
𩱲	jiak
瀹	jiak
𤅢	jiak
𤄶	jiak
爚	jiak
櫟	jiak
龠	jiak
䋤	jiak
𠩃	jiak
敫	jiak
籥	jiak
𢅹	jiak
𥌺	jiak
𧕋	jiak
纅	jiak
鸙	jiak
㜰	jiak
𤒀	jiak
䟑	jiak
㿑	jiak
𨷲	jiak
𧢢	jiak
䠯	jiak
𨈋	jiak
䖃	jiak
略	liak
䌎	liak
擽	liak
掠	liak
㗉	liak
䂮	liak
𧎾	liak
䀩	liak
䛚	liak
腳	kiak
脚	kiak
蹻	kiak
卻	kiak
屩	kiak
灼	tiak
斫	tiak
彴	tiak
㣿	tiak
勺	tiak
酌	tiak
繳	tiak
焯	tiak
䅵	tiak
妁	tiak
謶	tiak
𥯩	tiak
犳	tiak
䶂	tiak
𧘑	tiak
禚	tiak
爍	šiak
鑠	šiak
獡	šiak
㜰	šiak
爚	šiak
䁻	šiak
䟏	šiak
若	niak
弱	niak
鄀	niak
箬	niak
蒻	niak
楉	niak
溺	niak
䐞	niak
惹	niak
叒	niak
𨀝	niak
綽	ŧiak
繛	ŧiak
婥	ŧiak
磭	ŧiak
約	qiak
葯	qiak
