hani	latn
𠂷	hregq
倖	hregq
㼬	hregq
𠊧	bregq
𩶁	bregq
蠯	bregq
螷	bregq
皏	ꝑregq
靜	d̦iegq
睜	d̦iegq
𩇕	d̦iegq
靖	d̦iegq
妌	d̦iegq
婧	d̦iegq
穽	d̦iegq
阱	d̦iegq
猙	d̦iegq
竫	d̦iegq
整	tiegq
逞	ŧriegq
騁	ŧriegq
裎	ŧriegq
悜	ŧriegq
䩶	ŧriegq
睈	ŧriegq
郢	jiegq
浧	jiegq
梬	jiegq
痙	ciegq
涇	ciegq
潁	jyegq
穎	jyegq
領	liegq
嶺	liegq
阾	liegq
柃	liegq
袊	liegq
䕘	liegq
頸	kiegq
餅	piegq
屏	piegq
鉼	piegq
併	piegq
䴵	piegq
頃	ꝁyegq
頔	ꝁyegq
㩩	ꝁyegq
檾	ꝁyegq
苘	ꝁyegq
䔛	ꝁyegq
井	țiegq
𨙷	țiegq
廮	qiegq
𨟙	qiegq
癭	qiegq
𣤵	qiegq
𦡺	qiegq
請	ṯiegq
睛	ṯiegq
省	siegq
渻	siegq
睲	siegq
惺	siegq
㮐	siegq
𢜫	siegq
眳	miegq
慏	miegq
徎	triegq
𣵹	triegq
迥	huegq
冋	huegq
炯	huegq
泂	huegq
𦳖	huegq
熲	kuegq
炅	kuegq
炯	kuegq
𠖷	kuegq
㯋	kuegq
𩚱	kuegq
煛	kuegq
𧍮	kuegq
茗	megq
嫇	megq
酩	megq
瀴	megq
溟	megq
眳	megq
姳	megq
頂	tegq
𩠑	tegq
𩕢	tegq
奵	tegq
耵	tegq
鼎	tegq
薡	tegq
酊	tegq
濎	tegq
葶	tegq
靪	tegq
打	tegq
㞟	tegq
挺	degq
艇	degq
鋌	degq
梃	degq
娗	degq
町	degq
霆	degq
莛	degq
涏	degq
蜓	degq
訂	degq
誔	degq
珽	ŧegq
圢	ŧegq
脡	ŧegq
侹	ŧegq
頲	ŧegq
徎	ŧegq
𡈼	ŧegq
町	ŧegq
艼	ŧegq
𤱹	ŧegq
𦉬	ŧegq
䦐	ŧegq
汫	d̦egq
濙	quegq
謦	ꝁegq
𩕳	negq
聹	negq
䗿	negq
濘	negq
䔭	negq
婞	hegq
涬	hegq
𩷏	hegq
鋞	hegq
脛	hegq
𢙼	hegq
緈	hegq
醒	segq
箵	segq
鞞	pegq
褧	ꝁuegq
檾	ꝁuegq
苘	ꝁuegq
烓	ꝁuegq
顈	ꝁuegq
絅	ꝁuegq
剄	kegq
烴	kegq
頩	ꝑegq
巊	qegq
𩳍	qegq
瀴	qegq
笭	legq
𦊓	legq
冷	legq
竝	begq
並	begq
鮩	begq
併	begq
詗	xuegq
䀴	gegq
矨	gegq
拯	tivgq
抍	tivgq
撜	tivgq
𨋬	tivgq
氶	tivgq
庱	ŧrivgq
殑	civgq
㱡	srivgq
等	tvgq
倗	ꝑvgq
剻	ꝑvgq
肯	ꝁvgq
肎	ꝁvgq
能	nvgq
有	hyuq
右	hyuq
䳑	hyuq
友	hyuq
㕛	hyuq
䀁	hyuq
𥁓	hyuq
栯	hyuq
䒴	hyuq
柳	lyuq
罶	lyuq
𦊑	lyuq
懰	lyuq
珋	lyuq
𩖴	lyuq
嬼	lyuq
䉧	lyuq
𪕋	lyuq
熮	lyuq
瀏	lyuq
綹	lyuq
𨋖	lyuq
茆	lyuq
狃	nryuq
紐	nryuq
鈕	nryuq
杻	nryuq
莥	nryuq
𠘯	nryuq
扭	nryuq
𢔟	nryuq
䏔	nryuq
𨙺	nryuq
莥	nryuq
丑	ŧryuq
杻	ŧryuq
杽	ŧryuq
肘	tryuq
疛	tryuq
𤶡	tryuq
扭	tryuq
朽	xyuq
㱙	xyuq
㽲	xyuq
殠	xyuq
久	kyuq
九	kyuq
玖	kyuq
灸	kyuq
韭	kyuq
𡚰	kyuq
𨾉	kyuq
首	šyuq
𩠐	šyuq
𦣻	šyuq
手	šyuq
䭭	šyuq
守	šyuq
醜	ŧyuq
𧃝	ŧyuq
魗	ŧyuq
湫	d̦yuq
愀	d̦yuq
婦	byuq
䘀	byuq
負	byuq
萯	byuq
蝜	byuq
阜	byuq
𨸏	byuq
𪃓	byuq
偩	byuq
𦰺	byuq
𨹺	byuq
䧞	byuq
㷆	byuq
菩	byuq
𧌈	byuq
缶	pyuq
缹	pyuq
否	pyuq
不	pyuq
鴀	pyuq
痞	pyuq
殕	pyuq
𡜊	pyuq
糗	ꝁyuq
蹂	nyuq
楺	nyuq
煣	nyuq
輮	nyuq
沑	nyuq
𠘯	nyuq
葇	nyuq
𥠊	nyuq
韖	nyuq
粈	nyuq
舅	cyuq
倃	cyuq
臼	cyuq
齨	cyuq
麔	cyuq
䳎	cyuq
咎	cyuq
䊆	cyuq
𤷑	cyuq
𢛃	cyuq
䛮	cyuq
紂	dryuq
䈙	dryuq
鮦	dryuq
葤	dryuq
棸	dryuq
𦡴	dryuq
酉	jyuq
丣	jyuq
誘	jyuq
𦍶	jyuq
䛻	jyuq
牖	jyuq
卣	jyuq
槱	jyuq
𥟁	jyuq
莠	jyuq
羑	jyuq
庮	jyuq
蜏	jyuq
㝌	jyuq
𣣸	jyuq
琇	jyuq
梄	jyuq
𤪎	jyuq
輶	jyuq
𨣆	jyuq
𦏇	jyuq
受	dyuq
壽	dyuq
𨞪	dyuq
璹	dyuq
綬	dyuq
滫	syuq
糔	syuq
醙	syuq
𦄼	syuq
䬀	qyuq
䱂	qyuq
懮	qyuq
酒	țyuq
𣸈	sryuq
帚	tyuq
箒	tyuq
鯞	tyuq
晭	tyuq
𧳜	tyuq
㤱	ꝑyuq
紑	ꝑyuq
𩂆	ꝑyuq
掫	țryuq
搊	țryuq
𧌗	țryuq
𥣙	d̦ryuq
𩋄	ṯryuq
𩌄	ṯryuq
秠	ꝑyuq
厚	huq
垕	huq
後	huq
𨒥	huq
后	huq
郈	huq
㖃	huq
母	muq
牡	muq
某	muq
拇	muq
胟	muq
𠭇	muq
畮	muq
畞	muq
莽	muq
𤝕	muq
𤵝	muq
踇	muq
𧿹	muq
䳇	muq
部	buq
培	buq
犃	buq
䏽	buq
瓿	buq
䍌	buq
䴺	buq
篰	buq
蔀	buq
婄	buq
斗	tuq
㪷	tuq
枓	tuq
蚪	tuq
阧	tuq
陡	tuq
抖	tuq
襡	tuq
𪌜	ŧuq
飳	ŧuq
妵	ŧuq
黈	ŧuq
𩿢	ŧuq
蘣	ŧuq
斢	ŧuq
鈄	ŧuq
䱏	ŧuq
苟	kuq
玽	kuq
狗	kuq
垢	kuq
笱	kuq
𦊒	kuq
耇	kuq
詬	kuq
枸	kuq
茩	kuq
岣	kuq
敂	kuq
豿	kuq
藕	guq
蕅	guq
偶	guq
耦	guq
髃	guq
㼴	guq
㨐	puq
掊	puq
㝅	nuq
㳶	nuq
陾	nuq
𡝦	nuq
啂	nuq
𡭾	nuq
叜	suq
叟	suq
𠊯	suq
嗾	suq
𠻛	suq
𥈃	suq
𧩮	suq
擻	suq
藪	suq
籔	suq
𦖪	suq
廀	suq
棷	suq
駷	suq
操	suq
吼	xuq
吽	xuq
呴	xuq
㸸	xuq
𤘽	xuq
蚼	xuq
㖃	xuq
剖	ꝑuq
婄	ꝑuq
蔀	ꝑuq
䳝	ꝑuq
䯽	ꝑuq
歐	quq
嘔	quq
毆	quq
㸸	quq
𠙶	quq
塸	quq
䙔	quq
塿	luq
嘍	luq
簍	luq
甊	luq
𪍣	luq
嶁	luq
㪹	luq
謱	luq
漊	luq
䅹	luq
走	țuq
口	ꝁuq
扣	ꝁuq
㸸	ꝁuq
𤘘	ꝁuq
釦	ꝁuq
叩	ꝁuq
𧥣	ꝁuq
𨙫	ꝁuq
竘	ꝁuq
䕆	duq
𨪐	duq
𠁁	duq
揄	duq
𩿢	duq
襡	duq
鯫	d̦rʼuq
趣	ṯuq
取	ṯuq
棷	ṯuq
黝	qriuq
怮	qriuq
䬀	qriuq
蚴	qriuq
泑	qriuq
眑	qriuq
𣢜	qriuq
糾	kriuq
赳	kriuq
朻	kriuq
𨷺	kiuq
蟉	criuq
寑	ṯimq
𡪢	ṯimq
寢	ṯimq
梫	ṯimq
㾛	ṯimq
𡬓	ṯimq
𦯈	ṯimq
鋟	ṯimq
䤐	ṯimq
朕	drimq
𦩗	drimq
鰧	drimq
螣	drimq
栚	drimq
顩	drimq
坅	ꝁimq
廩	limq
㐭	limq
懍	limq
菻	limq
凜	limq
顲	limq
𤎭	limq
癛	limq
罧	simq
伈	simq
踸	ŧrimq
鍖	ŧrimq
䫖	ŧrimq
䤐	țimq
𡩻	țimq
䭙	țimq
䐶	țimq
荏	nimq
飪	nimq
餁	nimq
䭃	nimq
稔	nimq
栠	nimq
恁	nimq
袵	nimq
䏕	nimq
䇮	nimq
棯	nimq
𢆉	nimq
銋	nimq
腍	nimq
枕	timq
䪴	timq
䫬	timq
沈	šimq
邥	šimq
宷	šimq
審	šimq
㰂	šimq
瞫	šimq
諗	šimq
䰼	šimq
魫	šimq
淰	šimq
㜤	šimq
䀢	šimq
𩶇	šimq
𧀯	šimq
葚	žimq
𣞵	žimq
甚	dimq
訦	dimq
瀋	ŧimq
墋	ṯrimq
醦	ṯrimq
磣	ṯrimq
拰	nrimq
噤	crimq
䫴	crimq
凚	crimq
唫	crimq
錦	krimq
蕈	d̦imq
僸	grimq
趛	grimq
㾕	srimq
瘮	srimq
槮	srimq
稟	primq
㱃	qrimq
飲	qrimq
𤃷	qrimq
品	ꝑrimq
𩖄	ꝁrimq
顉	ꝁrimq
廞	xrimq
戡	trimq
㱽	trimq
潭	jimq
𩒣	d̦rimq
感	kvmq
𥸡	kvmq
鱤	kvmq
灝	kvmq
贑	kvmq
䤗	kvmq
贛	kvmq
㔶	kvmq
𧆐	kvmq
䃭	kvmq
灨	kvmq
禫	dvmq
䊤	dvmq
䨢	dvmq
黮	dvmq
窞	dvmq
髧	dvmq
萏	dvmq
𧂄	dvmq
倓	dvmq
𥥦	dvmq
𧡪	dvmq
醰	dvmq
嘾	dvmq
贉	dvmq
譚	dvmq
𣛱	dvmq
晻	qvmq
黭	qvmq
揞	qvmq
唵	qvmq
隌	qvmq
罯	qvmq
黤	qvmq
㞄	qvmq
𤃷	qvmq
腩	nvmq
湳	nvmq
䈒	nvmq
𦐃	nvmq
揇	nvmq
萳	nvmq
襑	ŧvmq
𥁺	ŧvmq
䏙	ŧvmq
嗿	ŧvmq
黮	ŧvmq
歜	d̦vmq
㣅	d̦vmq
䰼	d̦vmq
㔆	d̦vmq
慘	ṯvmq
憯	ṯvmq
朁	ṯvmq
黲	ṯvmq
㜗	ṯvmq
傪	ṯvmq
噆	ṯvmq
䫩	ṯvmq
顉	gvmq
㜝	gvmq
嵁	gvmq
昝	țvmq
寁	țvmq
撍	țvmq
糂	svmq
糝	svmq
糣	svmq
𢕕	svmq
㧲	svmq
槮	svmq
䫩	svmq
䊉	svmq
坎	ꝁvmq
歁	ꝁvmq
惂	ꝁvmq
輡	ꝁvmq
錎	ꝁvmq
轗	ꝁvmq
埳	ꝁvmq
顑	ꝁvmq
竷	ꝁvmq
臽	ꝁvmq
頷	hvmq
頜	hvmq
𡣊	hvmq
撼	hvmq
淊	hvmq
菡	hvmq
欿	hvmq
蜭	hvmq
涵	hvmq
肣	hvmq
𢎘	hvmq
𢇞	hvmq
𢃗	hvmq
莟	hvmq
顄	hvmq
𡻡	hvmq
壈	lvmq
燣	lvmq
𨎹	lvmq
浨	lvmq
醂	lvmq
顲	lvmq
𠓭	lvmq
纜	lvmq
漤	lvmq
黕	tvmq
耽	tvmq
𡖓	tvmq
衴	tvmq
䪴	tvmq
丼	tvmq
瓭	tvmq
抌	tvmq
䉞	tvmq
𥴶	tvmq
䫲	xvmq
敢	kamq
𠭖	kamq
𣪏	kamq
𢽤	kamq
橄	kamq
澉	kamq
䇞	kamq
㶒	šьʼamq
覽	lamq
爁	lamq
擥	lamq
攬	lamq
欖	lamq
罱	lamq
𦵹	ŧamq
菼	ŧamq
緂	ŧamq
𤎥	ŧamq
毯	ŧamq
𦃖	ŧamq
裧	ŧamq
𠪚	ŧamq
膽	tamq
紞	tamq
䃫	tamq
黵	tamq
䒞	tamq
𪆻	tamq
噉	damq
啖	damq
啗	damq
澹	damq
𥲄	damq
淡	damq
憺	damq
惔	damq
黲	ṯamq
㛧	mamq
𩛎	mamq
䭕	țamq
槧	d̦amq
鏨	d̦amq
嵌	d̦amq
㟛	d̦amq
喊	xamq
嚂	xamq
𡒓	xamq
㯺	xamq
埯	qamq
揜	qamq
𠪚	ꝁamq
䖔	ꝁamq
琰	jiemq
剡	jiemq
𨁹	jiemq
棪	jiemq
燄	jiemq
淡	jiemq
扊	jiemq
淊	jiemq
夵	jiemq
䎦	jiemq
䌪	jiemq
斂	liemq
撿	liemq
薟	liemq
蘞	liemq
瀲	liemq
獫	liemq
溓	liemq
嬚	liemq
䭑	liemq
羷	liemq
䌞	liemq
㰈	liemq
㯬	liemq
險	xriemq
獫	xriemq
玁	xriemq
㛍	xriemq
譣	xriemq
憸	xriemq
𩏩	xriemq
嶮	xriemq
貶	priemq
𦥘	priemq
颭	tiemq
𩑳	ꝁriemq
嵰	ꝁriemq
顩	griemq
广	griemq
隒	griemq
嬐	griemq
䲓	griemq
嶮	griemq
噞	griemq
儉	criemq
芡	criemq
檢	kriemq
瞼	kriemq
黶	qiemq
𧞣	qiemq
檿	qiemq
厭	qiemq
魘	qiemq
厴	qiemq
擪	qiemq
酓	qiemq
冉	niemq
姌	niemq
苒	niemq
染	niemq
𩃵	niemq
䎃	niemq
柟	niemq
䣸	niemq
𥬕	niemq
𡜉	niemq
陝	šiemq
睒	šiemq
閃	šiemq
𧴭	šiemq
覢	šiemq
㴸	šiemq
㚒	šiemq
𡟨	šiemq
諂	ŧriemq
讇	ŧriemq
奄	qriemq
𩃗	qriemq
䣍	qriemq
㭺	qriemq
閹	qriemq
掩	qriemq
揜	qriemq
裺	qriemq
晻	qriemq
渰	qriemq
罨	qriemq
弇	qriemq
𣃰	qriemq
媕	qriemq
𤗎	qriemq
𡹮	qriemq
𣄉	qriemq
漸	d̦iemq
𥕌	d̦iemq
蔪	d̦iemq
𦾶	d̦iemq
䟅	d̦iemq
嚵	d̦iemq
䤔	d̦iemq
鏨	d̦iemq
螹	d̦iemq
槧	d̦iemq
憸	ṯiemq
䤘	ṯiemq
𩟗	țiemq
脥	ꝁiemq
剡	diemq
忝	ŧemq
䄼	ŧemq
栝	ŧemq
銛	ŧemq
悿	ŧemq
淰	nemq
㜤	nemq
𨸱	nemq
姌	nemq
點	temq
玷	temq
𦒻	temq
㓠	temq
䍄	temq
簟	demq
扂	demq
𠂼	demq
驔	demq
㶘	demq
橝	demq
嗛	ꝁemq
歉	ꝁemq
慊	ꝁemq
膁	ꝁemq
稴	lemq
溓	lemq
𤬓	lemq
鼸	hemq
㺌	hemq
憯	ṯemq
孂	kemq
𡕢	memq
厸	memq
儼	giamq
广	giamq
𠆲	giamq
㢂	giamq
礹	giamq
𢇘	giamq
曮	giamq
欦	ꝁiamq
𩒥	ꝁiamq
䇜	ꝁiamq
埯	qiamq
𣃧	qiamq
豏	hremq
減	hremq
㺝	hremq
喊	hremq
㺌	hremq
𡞣	hremq
𥻇	hremq
甉	hremq
湛	dremq
㴴	dremq
偡	dremq
㦿	ꝁremq
𢜩	ꝁremq
歉	ꝁremq
撖	ꝁremq
䫡	ꝁremq
𣓅	ꝁremq
槏	ꝁremq
鹼	kremq
鹻	kremq
減	kremq
𥳒	kremq
瀺	d̦remq
嶃	d̦remq
嵁	d̦remq
臉	lremq
醶	lremq
斬	țremq
䑎	ṯremq
䤘	ṯremq
闞	xremq
欦	xremq
摻	sremq
㺑	sremq
醦	sremq
𧀵	sremq
黯	qremq
喊	xremq
𦊔	nremq
𦌫	nremq
淰	nremq
𠐩	ŧremq
旵	ŧremq
檻	hramq
艦	hramq
壏	hramq
𥽏	hramq
㔋	hramq
濫	hramq
𨏊	hramq
轞	hramq
㺝	hramq
撖	hramq
䫡	ꝁramq
㨻	sramq
㺑	sramq
黤	qramq
𪒠	qramq
醶	ṯramq
㺖	xramq
豃	xramq
巉	d̦ramq
范	byomq
範	byomq
軓	byomq
笵	byomq
犯	byomq
𧍙	byomq
錽	myomq
𡕢	myomq
𢨔	myomq
𦜒	pyomq
凵	ꝁyomq
㧄	ꝁyomq
釩	ꝑyomq
𠑆	ŧryomq
𨇧	ŧryomq
送	sugs
鬆	sugs
凇	sugs
鳳	byugs
𠤈	byugs
貢	kugs
贛	kugs
𣹟	kugs
虹	kugs
羾	kugs
𨹁	kugs
䇨	kugs
㔶	kugs
㯯	kugs
𧆐	kugs
弄	lugs
𢙱	lugs
梇	lugs
礱	lugs
哢	lugs
㢅	lugs
㳥	lugs
涷	tugs
凍	tugs
棟	tugs
湩	tugs
㼯	tugs
𩭩	tugs
䍶	tugs
控	ꝁugs
倥	ꝁugs
悾	ꝁugs
鞚	ꝁugs
空	ꝁugs
𤗇	ꝁugs
糉	țugs
粽	țugs
䁓	țugs
偬	țugs
㚇	țugs
鯼	țugs
緵	țugs
瓮	qugs
甕	qugs
𦉥	qugs
罋	qugs
𪖵	qugs
𧩪	ṯugs
愡	ṯugs
洞	dugs
恫	dugs
眮	dugs
絧	dugs
㓊	dugs
峒	dugs
詷	dugs
胴	dugs
慟	dugs
筒	dugs
駧	dugs
衕	dugs
迵	dugs
戙	dugs
㗢	dugs
𩐵	dugs
痛	ŧugs
仲	dryugs
蟲	dryugs
𩿀	dryugs
諷	pyugs
風	pyugs
焪	ꝁyugs
䛪	ꝁyugs
䠻	ꝁyugs
㝱	myugs
夢	myugs
瞢	myugs
鄸	myugs
䠢	myugs
𧽒	xyugs
䠗	xyugs
𢄐	mugs
霿	mugs
艨	mugs
趥	ṯyugs
賵	ꝑyugs
麷	ꝑyugs
𣀒	d̦ugs
𠏭	d̦ugs
中	tryugs
衷	tryugs
哄	hugs
烘	hugs
港	hugs
閧	hugs
蕻	hugs
齈	nugs
癑	nugs
衆	tyugs
銃	ŧyugs
㓽	d̦ryugs
烘	xugs
戇	xugs
宋	sogs
綜	țogs
䝋	țogs
錝	țogs
統	ŧogs
𪎽	ŧogs
雺	mogs
䃔	hogs
㗢	hogs
用	jyogs
頌	zyogs
誦	zyogs
訟	zyogs
吅	zyogs
俸	byogs
㡝	byogs
縫	byogs
捀	byogs
共	cyogs
葑	pyogs
封	pyogs
供	kyogs
龏	kyogs
雍	qyogs
灉	qyogs
㙲	qyogs
湩	tryogs
堹	tryogs
諥	tryogs
縱	țyogs
瘲	țyogs
蹱	ŧryogs
憃	ŧryogs
䩸	nyogs
𩉪	nyogs
𩼅	nyogs
種	tyogs
偅	tyogs
㼿	tyogs
重	dryogs
緟	dryogs
𨉢	dryogs
贚	lyogs
躘	lyogs
儱	lyogs
恐	ꝁyogs
𢖶	ꝁyogs
𦶐	ꝁyogs
從	d̦yogs
𢫨	nryogs
絳	krogs
虹	krogs
降	krogs
𡲣	krogs
洚	krogs
巷	hrogs
衖	hrogs
閧	hrogs
戇	trogs
䡴	drogs
憧	drogs
𢤤	drogs
幢	drogs
撞	drogs
艟	drogs
𥈄	ŧrogs
䚎	ŧrogs
漴	d̦rogs
肨	ꝑrogs
䎫	ṯrogs
淙	srogs
㦼	srogs
寘	ties
忮	ties
伎	ties
觶	ties
伿	ties
䚳	ties
𢻈	ties
𡽆	ties
避	bies
惴	tyes
𦥻	tyes
𦦇	tyes
詈	lies
荔	lies
離	lies
㿛	lies
珕	lies
𥶾	lies
豉	dies
𢻃	dies
𢐂	dies
鯷	dies
䩃	dies
䊓	dies
積	țies
㰣	țies
𧂐	țies
𦎸	țies
賜	sies
𧀩	sies
澌	sies
𣩠	sies
儩	sies
杫	sies
爲	hryes
䞈	kryes
垝	kryes
㩻	kryes
攱	kryes
𢈌	kryes
帔	ꝑries
秛	ꝑries
襬	ꝑries
賁	pries
佊	pries
詖	pries
貱	pries
陂	pries
跛	pries
藣	pries
髲	bries
被	bries
鞁	bries
㢰	bries
旇	bries
𤿙	bries
累	lyes
寄	kries
䐀	kries
徛	kries
臂	pies
芰	cries
騎	cries
鬾	cries
輢	cries
䝸	cries
㧘	cries
汥	cries
䛋	cries
刺	ṯies
刾	ṯies
㢀	ṯies
朿	ṯies
㡹	ṯies
𧧒	ṯies
莿	ṯies
庛	ṯies
蛓	ṯies
䛋	ṯies
易	jies
㑥	jies
貤	jies
伿	jies
㒾	jies
貤	jies
議	gries
誼	gries
竩	gries
𥫃	gries
𩈭	gries
義	gries
譬	ꝑies
㵨	ꝑies
漬	d̦ies
眥	d̦ies
𦎸	d̦ies
㧘	d̦ies
㱴	d̦ies
髊	d̦ies
骴	d̦ies
胔	d̦ies
智	tries
𣉻	tries
潪	tries
倚	qries
輢	qries
陭	qries
縋	dryes
膇	dryes
槌	dryes
錘	dryes
腄	dryes
甀	dryes
硾	dryes
吹	ŧyes
䶴	ŧyes
𥞃	ŧyes
戲	xries
嚱	xries
企	ꝁies
𢺵	ꝁies
跂	ꝁies
𨑤	ꝁies
蚑	ꝁies
吱	ꝁies
縊	qies
㱲	qies
螠	qies
翅	šies
翄	šies
𦐊	šies
施	šies
馶	šies
啻	šies
鍦	šies
䗐	šies
䧴	šies
卶	šies
𤖻	šies
㒾	šies
翨	šies
屣	sries
灑	sries
𩌦	sries
襹	sries
曬	sries
觖	ꝁyes
餧	qryes
萎	qryes
䍴	qryes
𣨙	qryes
僞	gryes
毁	xryes
恚	qyes
㜇	qyes
睡	dyes
瑞	dyes
𨿠	dyes
䅜	dyes
馶	kies
翨	kies
䄲	nyes
卶	ŧies
䅗	syes
瀡	syes
娷	tryes
諈	tryes
瓗	jyes
纗	jyes
䜜	jyes
贀	jyes
諉	nryes
㨅	nryes
㢻	nryes
瞡	kyes
𧙁	țries
𤿙	țries
孈	xyes
㞆	ꝁries
掎	ꝁries
至	tis
摯	tis
贄	tis
鷙	tis
礩	tis
䥍	tis
鴲	tis
懥	tis
䲀	tis
𩊝	tis
𩊞	tis
𢄢	tis
𡠗	tis
位	hryis
郿	mryis
媚	mryis
魅	mryis
鬽	mryis
篃	mryis
蝞	mryis
嚜	mryis
䉋	mryis
煝	mryis
娓	mryis
遂	zyis
彗	zyis
隧	zyis
襚	zyis
旞	zyis
璲	zyis
檖	zyis
𣔾	zyis
𤓫	zyis
𤎩	zyis
燧	zyis
澻	zyis
䡵	zyis
鐆	zyis
鐩	zyis
穟	zyis
𦼯	zyis
蔧	zyis
𦂁	zyis
㒸	zyis
𥝩	zyis
穗	zyis
䉌	zyis
𩏚	zyis
醉	țyis
檇	țyis
邃	syis
祟	syis
誶	syis
粹	syis
睟	syis
𠭥	syis
賥	syis
譢	syis
𢢝	syis
類	lyis
淚	lyis
瓃	lyis
𦝭	lyis
垒	lyis
蘱	lyis
纍	lyis
䇐	lyis
禷	lyis
祕	pryis
毖	pryis
閟	pryis
轡	pryis
柲	pryis
鉍	pryis
泌	pryis
鄪	pryis
費	pryis
䀣	pryis
䪐	pryis
邲	pryis
粊	pryis
䉾	pryis
𡛗	pryis
匱	cryis
蕢	cryis
臾	cryis
饋	cryis
餽	cryis
𦆠	cryis
櫃	cryis
樻	cryis
鞼	cryis
簣	cryis
𩌃	cryis
濞	ꝑryis
嚊	ꝑryis
䑄	ꝑryis
㿙	ꝑryis
𦤢	ꝑryis
淠	ꝑryis
備	bryis
俻	bryis
𤰇	bryis
𤰈	bryis
𡚤	bryis
奰	bryis
䑄	bryis
糒	bryis
犕	bryis
絥	bryis
鞴	bryis
韍	bryis
贔	bryis
𣖾	bryis
㣁	bryis
𩇯	bryis
㸢	bryis
媿	kryis
愧	kryis
聭	kryis
謉	kryis
騩	kryis
䁛	kryis
帥	sryis
率	sryis
喟	ꝁryis
嘳	ꝁryis
樻	ꝁryis
䯣	ꝁryis
䰎	ꝁryis
腃	ꝁryis
䙡	ꝁryis
尯	ꝁryis
𨌗	ꝁryis
豷	xryis
燹	xryis
嗜	dis
𩜼	dis
醏	dis
視	dis
眎	dis
眂	dis
利	lis
𥝤	lis
䬆	lis
莅	lis
涖	lis
痢	lis
䚕	lis
䇐	lis
膩	nris
𦡸	nris
䁊	nris
䣵	nris
屁	ꝑis
䊧	ꝑis
劓	gris
致	tris
懫	tris
疐	tris
𢷐	tris
𨆫	tris
躓	tris
𨎌	tris
輊	tris
騺	tris
䞃	tris
𣱐	tris
懥	tris
㨖	tris
質	tris
駤	tris
棄	ꝁis
弃	ꝁis
夡	ꝁis
㞓	ꝁis
蟿	ꝁis
緻	dris
稚	dris
遟	dris
稺	dris
𦃘	dris
𩹈	dris
治	dris
𠊷	dris
𢴧	dris
謘	dris
𩋩	dris
𦥐	dris
寐	mis
媢	mis
杘	ŧris
𣐉	ŧris
誺	ŧris
𦥊	ŧris
訵	ŧris
𡳭	ŧris
跮	ŧris
𧩼	ŧris
冀	kris
兾	kris
覬	kris
穊	kris
驥	kris
𩥉	kris
洎	kris
懻	kris
臮	cris
暨	cris
鱀	cris
洎	cris
垍	cris
塈	cris
𣽍	cris
悸	cyis
𠊾	cyis
猤	cyis
痵	cyis
𡬄	cyis
翠	ṯyis
濢	ṯyis
臎	ṯyis
二	nis
弍	nis
貳	nis
樲	nis
髶	nis
恣	țis
𣣌	țis
次	ṯis
䳐	ṯis
佽	ṯis
䰍	ṯis
絘	ṯis
𩾔	ṯis
𧊒	ṯis
𣣌	ṯis
䯸	ṯis
懿	qris
饐	qris
㙪	qris
欭	qris
鷧	qris
撎	qris
亄	qris
四	sis
亖	sis
肆	sis
𩬶	sis
柶	sis
泗	sis
牭	sis
𧳙	sis
㣈	sis
駟	sis
𦞤	sis
蕼	sis
肂	sis
器	ꝁris
季	kyis
瞡	kyis
鼻	bis
比	bis
枇	bis
𤹝	bis
坒	bis
襣	bis
䃾	bis
䫁	bis
䑄	bis
芘	bis
䁤	xyis
婎	xyis
睢	xyis
痹	pis
畀	pis
庇	pis
𦸣	pis
䃾	pis
比	pis
萃	d̦yis
顇	d̦yis
悴	d̦yis
㱖	d̦yis
䆊	d̦yis
瘁	d̦yis
地	dʼis
墬	dʼis
齂	xris
㕧	xris
屓	xris
呬	xris
𤡬	xris
䨳	xris
肄	jis
殔	jis
㡼	jis
貤	jis
勩	jis
隶	jis
㣇	jis
𥿫	jis
示	žis
諡	žis
謚	žis
眎	žis
貤	žis
自	d̦is
嫉	d̦is
墜	dryis
懟	dryis
鎚	dryis
出	ŧyis
遺	jyis
𤀷	jyis
𢣘	jyis
蜼	jyis
瞶	jyis
𧔥	jyis
䗽	jyis
侐	xyis
轛	tryis
痓	ŧis
屍	šis
䛈	šis
㿷	ṯryis
㽷	šyis
𥤼	šyis
志	tivs
娡	tivs
䓌	tivs
誌	tivs
痣	tivs
織	tivs
識	tivs
值	drivs
植	drivs
治	drivs
㨁	drivs
𠍜	drivs
寺	zivs
嗣	zivs
孠	zivs
飤	zivs
飼	zivs
蛓	ṯivs
蚝	ṯivs
螆	ṯivs
𧉠	ṯivs
笥	sivs
伺	sivs
思	sivs
覗	sivs
試	šivs
弑	šivs
幟	šivs
僿	šivs
胾	țrivs
椔	țrivs
事	țrivs
剚	țrivs
倳	țrivs
鶅	țrivs
吏	livs
𢟤	livs
字	d̦ivs
牸	d̦ivs
孳	d̦ivs
茡	d̦ivs
芓	d̦ivs
孖	d̦ivs
眙	ŧrivs
佁	ŧrivs
䰡	ŧrivs
𦥊	ŧrivs
誺	ŧrivs
餌	nivs
𩱓	nivs
珥	nivs
衈	nivs
毦	nivs
咡	nivs
刵	nivs
佴	nivs
誀	nivs
洱	nivs
䎶	nivs
㛅	nivs
䏪	nivs
䣵	nivs
眲	nivs
𦖢	nivs
𩢲	srivs
駛	srivs
𣳪	srivs
𧳅	srivs
